Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2022-05-11,265.3599853515625,271.4700012207031,263.7799987792969,264.6700134277344,264.6700134277344,1376500,SHW
2022-05-12,262.4200134277344,275.1099853515625,261.0,274.5400085449219,274.5400085449219,2637500,SHW
2022-05-13,275.6600036621094,277.9100036621094,270.489990234375,273.3299865722656,273.3299865722656,1501600,SHW
2022-05-11,47.81999969482422,49.16999816894531,47.5099983215332,47.66999816894531,47.66999816894531,3137900,IP
2022-05-12,47.79999923706055,47.93000030517578,46.689998626708984,47.58000183105469,47.58000183105469,3008000,IP
2022-05-13,47.75,48.47999954223633,47.459999084472656,47.790000915527344,47.790000915527344,2579000,IP
2022-05-11,298.0799865722656,306.7300109863281,297.3999938964844,300.45001220703125,300.45001220703125,1759200,LIN
2022-05-12,296.510009765625,302.3299865722656,296.32000732421875,301.3399963378906,301.3399963378906,2455200,LIN
2022-05-13,303.2900085449219,311.17999267578125,302.5899963378906,308.7699890136719,308.7699890136719,1845400,LIN
2022-05-11,68.37999725341797,71.0999984741211,67.11000061035156,67.27999877929688,67.27999877929688,2683400,BALL
2022-05-12,67.18000030517578,70.73999786376953,67.18000030517578,69.26000213623047,69.26000213623047,2182800,BALL
2022-05-13,69.61000061035156,71.5,68.8499984741211,69.75,69.75,6389100,BALL
2022-05-11,94.76000213623047,98.04000091552734,93.25,95.58999633789062,95.20232391357422,3358300,CF
2022-05-12,95.83000183105469,99.12999725341797,93.29000091552734,98.62999725341797,98.22999572753906,2826600,CF
2022-05-13,100.83000183105469,106.44999694824219,100.55000305175781,103.86000061035156,103.86000061035156,3517200,CF
